School Name,Student Number,Grade,Program Code,BPS Race,First Lang,Home Lang,Home Lang 2,Home Lang 3,SN Code,21-22 ACCESS Overall,22-23 ACCESS Overall,,,,,,,,,,,,,,,,,
School AH,171676,5,REG,Hispanic,Spanish,Spanish,,,,4.1,4.7,,,,,,,,,,,,,,,,,
School DA,279962,6,TLE,Hispanic,Spanish,Other,English,Spanish,R1,4.1,4.7,,,,,,,,,,,,,,,,,
School BB,237063,2,REG,Black,English,Haitian Creole,,,,4.1,4.7,,,,,,,,,,,,,,,,,
School F,100929,1,REG,Asian,Cantonese,English,Cantonese,,,4.1,4.7,,,,,,,,,,,,,,,,,
School DC,138606,10,SL4,Hispanic,Spanish,English,Spanish,,L4,4.3,4.9,,,,,,,,,,,,,,,,,
School CS,105796,2,REG,Hispanic,English,English,,,,4.6,5.2,,,,,,,,,,,,,,,,,
School X,294163,1,TLE,Hispanic,Spanish,English,Spanish,,,4.1,4.7,,,,,,,,,,,,,,,,,
School Q,271259,3,REG,Asian,Vietnamese,Vietnamese,,,,4.1,4.7,,,,,,,,,,,,,,,,,
School B,177319,11,REG,Hispanic,Spanish,Spanish,,,,4.1,4.7,,,,,,,,,,,,,,,,,
School L,130037,4,REG,Hispanic,Spanish,Spanish,,,,4.1,4.7,,,,,,,,,,,,,,,,,
School DG,199102,10,REG,Hispanic,Spanish,English,Spanish,,,4.1,4.7,,,,,,,,,,,,,,,,,
School AD,249553,5,REG,Hispanic,English,English,Spanish,,,4.1,4.7,,,,,,,,,,,,,,,,,
School F,193921,2,REG,White,English,English,Italian,,,4.3,4.9,,,,,,,,,,,,,,,,,
School BY,133188,4,REG,Black,Somali,English,Somali,,,4.1,4.7,,,,,,,,,,,,,,,,,
School BM,178940,4,REG,Hispanic,Spanish,Spanish,English,,,4.1,4.7,,,,,,,,,,,,,,,,,
School DA,280402,5,TLE,Hispanic,Spanish,English,Spanish,,,4.1,4.7,,,,,,,,,,,,,,,,,
School AY,261699,5,REG,Asian,Toishanese,English,Toishanese,,,4.4,5,,,,,,,,,,,,,,,,,
School BW,235409,5,REG,Hispanic,Spanish,Spanish,,,,4,4.6,,,,,,,,,,,,,,,,,
School AV,178840,5,REG,Black,Haitian Creole,Haitian Creole,,,,4,4.6,,,,,,,,,,,,,,,,,
School S,216600,5,REG,Hispanic,Spanish,English,Spanish,,,4,4.6,,,,,,,,,,,,,,,,,
School DC,258866,9,REC,Hispanic,Spanish,English,Spanish,,,4,4.6,,,,,,,,,,,,,,,,,
School AQ,288745,10,REG,Hispanic,Spanish,Spanish,,,,4,4.6,,,,,,,,,,,,,,,,,
School BX,253751,8,REG,Hispanic,English,Spanish,,,,4.2,4.8,,,,,,,,,,,,,,,,,
School CW,121607,5,REG,Black,Haitian Creole,Haitian Creole,,,,4,4.6,,,,,,,,,,,,,,,,,
School AB,108876,6,REG,Hispanic,Spanish,Spanish,,,,4,4.6,,,,,,,,,,,,,,,,,
School AN,291367,4,REG,Nat. Amer.,English,Cape Verdean,Portuguese,,,4,4.6,,,,,,,,,,,,,,,,,
School BX,209208,10,REG,Hispanic,Spanish,Spanish,Spanish,English,,4,4.6,,,,,,,,,,,,,,,,,
School DB,210731,9,REG,White,Albanian,Albanian,,,,4,4.6,,,,,,,,,,,,,,,,,
School A,113949,5,REG,Hispanic,Spanish,Spanish,Spanish,,,4.4,5,,,,,,,,,,,,,,,,,
School BV,220783,9,REG,Hispanic,Spanish,Spanish,,,,4,4.6,,,,,,,,,,,,,,,,,
School BR,174614,4,REG,Black,Haitian Creole,Haitian Creole,,,,4,4.6,,,,,,,,,,,,,,,,,
School BU,208932,10,REG,Black,Haitian Creole,Haitian Creole,,,,4,4.6,,,,,,,,,,,,,,,,,
School V,215627,10,REG,Black,Haitian Creole,Haitian Creole,,,R2,4,4.6,,,,,,,,,,,,,,,,,
School DH,215174,8,REG,Black,English,Haitian Creole,,,,4,4.6,,,,,,,,,,,,,,,,,
School L,176089,3,REG,Other,Chinese,English,Chinese,,,4,4.6,,,,,,,,,,,,,,,,,
School BF,201042,3,REG,Asian,Toishanese,Toishanese,,,,4.2,4.8,,,,,,,,,,,,,,,,,
School AZ,290608,4,REG,Black,Somali,English,Somali,,,4.1,4.6,,,,,,,,,,,,,,,,,
School BV,145542,12,REG,Hispanic,Spanish,Spanish,,,,4,4.5,,,,,,,,,,,,,,,,,
School AD,191073,5,REG,Hispanic,Spanish,Spanish,,,,4.1,4.6,,,,,,,,,,,,,,,,,
School W,129230,11,REG,Hispanic,Spanish,English,Spanish,,,4,4.5,,,,,,,,,,,,,,,,,
School AW,195739,7,REG,Black,Haitian Creole,French,,Haitian Creole,,4.1,4.6,,,,,,,,,,,,,,,,,
School CL,116044,5,REG,Hispanic,Spanish,English,Spanish,,,4,4.5,,,,,,,,,,,,,,,,,
School BJ,213117,6,REG,Hispanic,Spanish,Spanish,English,,,4,4.5,,,,,,,,,,,,,,,,,
School Q,252952,4,REG,Asian,Vietnamese,Vietnamese,,,,4.1,4.6,,,,,,,,,,,,,,,,,
School AY,212992,6,REG,Asian,Mandarin,Cantonese,Mandarin,,,4,4.5,,,,,,,,,,,,,,,,,
School I,105858,6,SI4,Hispanic,Spanish,English,Spanish,,L3,4.1,4.6,,,,,,,,,,,,,,,,,
School A,132860,4,REG,Hispanic,Spanish,Spanish,,,,4,4.5,,,,,,,,,,,,,,,,,
School Q,128182,1,REG,Black,English,English,Haitian Creole,French,,4,4.5,,,,,,,,,,,,,,,,,
School H,213388,5,REG,Black,Haitian Creole,English,Haitian Creole,,R1,4.6,5.1,,,,,,,,,,,,,,,,,
School AF,223196,3,REG,Hispanic,Spanish,Spanish,,,,4.1,4.6,,,,,,,,,,,,,,,,,
School AS,149951,5,REG,Hispanic,English,English,Spanish,,,4.1,4.6,,,,,,,,,,,,,,,,,
School CV,185633,9,TLE,Hispanic,Spanish,English,Spanish,,,4.1,4.6,,,,,,,,,,,,,,,,,
School AB,258271,6,REG,Hispanic,Spanish,Spanish,,,,4,4.5,,,,,,,,,,,,,,,,,
School U,280496,3,REG,Asian,Vietnamese,English,Vietnamese,,,4.3,4.8,,,,,,,,,,,,,,,,,
School AL,170759,8,REG,Hispanic,Spanish,Spanish,,,,4.1,4.6,,,,,,,,,,,,,,,,,
School M,191676,4,REG,Hispanic,English,Spanish,,,,4,4.5,,,,,,,,,,,,,,,,,
School AG,286975,4,REG,White,English,English,Spanish,,,4,4.5,,,,,,,,,,,,,,,,,
School J,219618,5,REG,Hispanic,Spanish,English,Spanish,Amer. Sign Language,,4,4.5,,,,,,,,,,,,,,,,,
School W,217940,8,REG,Hispanic,Spanish,Spanish,,,,4,4.5,,,,,,,,,,,,,,,,,
School F,161151,3,REG,White,English,Arabic,,,,4,4.5,,,,,,,,,,,,,,,,,
School O,201858,6,REG,Hispanic,Spanish,Spanish,,,,4,4.5,,,,,,,,,,,,,,,,,
School V,116777,10,REG,Black,Haitian Creole,Haitian Creole,,,,4,4.5,,,,,,,,,,,,,,,,,
School BM,280547,4,REG,Black,English,English,Cape Verdean,,,4.1,4.5,,,,,,,,,,,,,,,,,
School W,257731,7,REG,Hispanic,Spanish,Spanish,,,,4.1,4.5,,,,,,,,,,,,,,,,,
School H,254840,4,REG,Hispanic,Spanish,Spanish,,,,4,4.4,,,,,,,,,,,,,,,,,
School BM,279232,5,REG,Hispanic,Spanish,Spanish,,,,4,4.4,,,,,,,,,,,,,,,,,
School AW,267072,7,REG,Black,Haitian Creole,Haitian Creole,,,,4,4.4,,,,,,,,,,,,,,,,,
School BR,265456,1,REG,Black,English,English,Spanish,Haitian Creole,,4,4.4,,,,,,,,,,,,,,,,,
School BU,163972,11,REG,Hispanic,Portuguese,Portuguese,,,,4,4.4,,,,,,,,,,,,,,,,,
School CA,109178,10,REG,Hispanic,Spanish,English,Spanish,,,4,4.4,,,,,,,,,,,,,,,,,
School AG,188933,3,REG,Black,English,Somali,,,,4.1,4.5,,,,,,,,,,,,,,,,,
School AE,144098,4,REG,Hispanic,Spanish,Spanish,,,,4,4.4,,,,,,,,,,,,,,,,,
School F,244272,5,REG,Asian,Toishanese,Toishanese,,,,4,4.4,,,,,,,,,,,,,,,,,
School Y,155074,5,REG,Hispanic,Spanish,English,Spanish,,,4,4.4,,,,,,,,,,,,,,,,,
School AK,198130,3,REG,Hispanic,Spanish,Spanish,,,,4,4.4,,,,,,,,,,,,,,,,,
School AN,191385,4,REG,Asian,English,English,Vietnamese,,,4.1,4.5,,,,,,,,,,,,,,,,,
School AY,223931,5,REG,Hispanic,Spanish,English,Spanish,,,4.1,4.5,,,,,,,,,,,,,,,,,
School L,296531,5,REG,Hispanic,Spanish,Spanish,English,,R1,4.6,5,,,,,,,,,,,,,,,,,
School J,230401,5,REG,Hispanic,Spanish,English,Spanish,,,4.1,4.5,,,,,,,,,,,,,,,,,
School M,226717,5,REG,Hispanic,Spanish,English,Spanish,,R1,4.3,4.7,,,,,,,,,,,,,,,,,
School F,135191,3,REG,Black,English,English,Somali,,,4.1,4.5,,,,,,,,,,,,,,,,,
School BQ,116194,4,REG,Hispanic,Spanish,Spanish,,,,4,4.4,,,,,,,,,,,,,,,,,
School CV,163944,12,TLE,Hispanic,Spanish,Spanish,,,,4.1,4.5,,,,,,,,,,,,,,,,,
School BB,183851,3,REG,Black,Cape Verdean,Cape Verdean,,,,4,4.4,,,,,,,,,,,,,,,,,
School B,118591,9,REG,Hispanic,Spanish,Spanish,,,,4,4.4,,,,,,,,,,,,,,,,,
School U,200503,4,REG,Asian,Vietnamese,English,Vietnamese,English,,4.1,4.5,,,,,,,,,,,,,,,,,
School DM,193853,5,SH4,White,English,Albanian,English,,H4,4.1,4.5,,,,,,,,,,,,,,,,,
School F,154154,4,REG,Asian,Chinese,Chinese,,,,4,4.4,,,,,,,,,,,,,,,,,
School CK,159943,7,REG,Asian,Cantonese,English,,,,4.1,4.5,,,,,,,,,,,,,,,,,
School BF,180882,2,REG,Asian,Mandarin,Chinese,Mandarin,Cantonese,,4.1,4.5,,,,,,,,,,,,,,,,,
School BB,143660,3,REG,Hispanic,English,English,Spanish,,,4.2,4.6,,,,,,,,,,,,,,,,,
School AL,257335,5,REG,Hispanic,English,English,Spanish,,,4.4,4.8,,,,,,,,,,,,,,,,,
School CF,291335,8,REG,Black,Other,English,Other,,,4.4,4.8,,,,,,,,,,,,,,,,,
School C,178010,5,REG,Hispanic,Spanish,Spanish,,,,4.1,4.4,,,,,,,,,,,,,,,,,
School Y,287972,5,REG,Hispanic,Spanish,Spanish,,,R2,4.1,4.4,,,,,,,,,,,,,,,,,
School AX,133208,2,REG,Asian,Bengali,English,Bengali,,,4.1,4.4,,,,,,,,,,,,,,,,,
School F,230583,3,REG,Asian,Toishanese,Toishanese,,,,4.1,4.4,,,,,,,,,,,,,,,,,
School AF,143912,4,REG,Hispanic,Spanish,English,Spanish,,,4.1,4.4,,,,,,,,,,,,,,,,,
School CO,143916,5,REG,Hispanic,Spanish,Spanish,,,,4.1,4.4,,,,,,,,,,,,,,,,,
School F,145878,2,REG,Asian,Toishanese,Toishanese,,,,4.1,4.4,,,,,,,,,,,,,,,,,
School P,208012,4,TLE,Hispanic,Spanish,Spanish,,,,4.1,4.4,,,,,,,,,,,,,,,,,
School L,210202,4,REG,Hispanic,Spanish,Spanish,,,,4.2,4.5,,,,,,,,,,,,,,,,,
School AE,204201,5,REG,White,Arabic,Arabic,English,,,4.2,4.5,,,,,,,,,,,,,,,,,
School CV,170821,11,TLE,Hispanic,Spanish,English,Spanish,,,4,4.3,,,,,,,,,,,,,,,,,
School CC,235076,5,REG,Black,Cape Verdean,English,,,,4.3,4.6,,,,,,,,,,,,,,,,,
School BF,145451,2,REG,White,Portuguese,Portuguese,English,,,4.2,4.5,,,,,,,,,,,,,,,,,
School T,130852,8,REG,Hispanic,Spanish,Spanish,,,,4.3,4.6,,,,,,,,,,,,,,,,,
School DG,295714,10,REG,Hispanic,Spanish,Spanish,,,,4,4.3,,,,,,,,,,,,,,,,,
School I,106250,4,REG,Hispanic,Spanish,Spanish,,,,4.2,4.5,,,,,,,,,,,,,,,,,
School AH,200696,5,REG,Hispanic,English,English,Spanish,,R1,4,4.3,,,,,,,,,,,,,,,,,
School I,106249,4,REG,Hispanic,Spanish,Spanish,,,,4.2,4.5,,,,,,,,,,,,,,,,,
School AC,107456,5,REG,Black,Haitian Creole,English,Haitian Creole,,,4,4.3,,,,,,,,,,,,,,,,,
School AA,193814,4,REG,Black,Haitian Creole,Haitian Creole,,,,4,4.3,,,,,,,,,,,,,,,,,
School AZ,179278,1,REG,Hispanic,Spanish,English,Spanish,,,4.3,4.6,,,,,,,,,,,,,,,,,
School CH,246844,1,REG,Hispanic,Spanish,Spanish,,,,4.4,4.7,,,,,,,,,,,,,,,,,
School X,260677,2,TLE,Hispanic,Spanish,English,Spanish,,,4.4,4.7,,,,,,,,,,,,,,,,,
School W,194522,12,REG,Hispanic,Spanish,Spanish,,,R2,4,4.3,,,,,,,,,,,,,,,,,
School Y,105709,6,REG,Hispanic,Spanish,Spanish,,,,4.2,4.5,,,,,,,,,,,,,,,,,
School J,225031,4,REG,Other,Cape Verdean,English,Cape Verdean,,,4.2,4.5,,,,,,,,,,,,,,,,,
School AJ,127106,2,TLE,Hispanic,Spanish,English,Spanish,,,4,4.3,,,,,,,,,,,,,,,,,
School U,217847,6,REG,Asian,Vietnamese,English,Vietnamese,,,4,4.3,,,,,,,,,,,,,,,,,
School BM,187987,5,REG,Nat. Amer.,Cape Verdean,English,Cape Verdean,Portuguese,,4.3,4.5,,,,,,,,,,,,,,,,,
School T,115868,8,REG,Black,Haitian Creole,Haitian Creole,,,,4,4.2,,,,,,,,,,,,,,,,,
School CX,110590,9,REG,Asian,Mandarin,Mandarin,,,,4,4.2,,,,,,,,,,,,,,,,,
School BQ,167395,5,REG,Hispanic,Spanish,English,Spanish,,R1,4.1,4.3,,,,,,,,,,,,,,,,,
School AF,268738,5,REG,Hispanic,Spanish,Spanish,,,,4,4.2,,,,,,,,,,,,,,,,,
School W,187941,11,REG,Hispanic,Spanish,Spanish,,,,4,4.2,,,,,,,,,,,,,,,,,
School J,279071,1,REG,Black,Cape Verdean,English,Cape Verdean,,,4.1,4.3,,,,,,,,,,,,,,,,,
School AG,260243,3,REG,Black,English,French,Haitian Creole,Other,,4.1,4.3,,,,,,,,,,,,,,,,,
School G,242817,5,REG,Hispanic,Spanish,English,Spanish,,R1,4.1,4.3,,,,,,,,,,,,,,,,,
School CC,291416,5,REG,Black,Portuguese,Cape Verdean,Portuguese,,,4,4.2,,,,,,,,,,,,,,,,,
School AE,112738,3,REG,Hispanic,Spanish,Spanish,English,,,4,4.2,,,,,,,,,,,,,,,,,
School CM,153362,1,REG,Hispanic,English,English,Spanish,,,4.5,4.7,,,,,,,,,,,,,,,,,
School AY,182452,3,REG,Asian,Cantonese,Cantonese,,,,4.1,4.3,,,,,,,,,,,,,,,,,
School AA,261377,5,REG,Black,Somali,Somali,,,,4.1,4.3,,,,,,,,,,,,,,,,,
School AW,196675,7,REG,Asian,Mandarin,Mandarin,,,,4.1,4.3,,,,,,,,,,,,,,,,,
School W,101988,7,REG,Hispanic,Spanish,Spanish,,,,4,4.2,,,,,,,,,,,,,,,,,
School U,155765,3,REG,Asian,Vietnamese,English,Cantonese,Vietnamese,,4.2,4.4,,,,,,,,,,,,,,,,,
School CP,150848,9,REG,Asian,Toishanese,Mandarin,Toishanese,,,4,4.2,,,,,,,,,,,,,,,,,
School O,196613,6,REG,Hispanic,Spanish,Other,,,R1,4.1,4.3,,,,,,,,,,,,,,,,,
School J,261653,6,REG,Black,Cape Verdean,Cape Verdean,Portuguese,,,4,4.2,,,,,,,,,,,,,,,,,
School D,150451,5,REG,Black,Cape Verdean,English,Cape Verdean,,,4,4.2,,,,,,,,,,,,,,,,,
School S,135408,6,REG,Hispanic,Spanish,Spanish,,,,4,4.2,,,,,,,,,,,,,,,,,
School AE,248088,2,REG,Asian,Cantonese,Cantonese,,,,4.1,4.3,,,,,,,,,,,,,,,,,
School AY,263822,1,REG,White,French,Arabic,Berber,French,,4.6,4.8,,,,,,,,,,,,,,,,,
School AJ,121656,6,TLE,Hispanic,Spanish,English,Spanish,,,4.1,4.3,,,,,,,,,,,,,,,,,
School W,190115,9,REG,Hispanic,Spanish,English,Spanish,,,4,4.2,,,,,,,,,,,,,,,,,
School W,162082,9,REG,Hispanic,Spanish,English,Spanish,,,4,4.2,,,,,,,,,,,,,,,,,
School T,144443,5,REG,Hispanic,Spanish,Spanish,,,,4,4.2,,,,,,,,,,,,,,,,,
School BO,171546,8,REG,Hispanic,Spanish,Spanish,,,,4.1,4.3,,,,,,,,,,,,,,,,,
School AZ,129508,4,REG,Hispanic,Spanish,Spanish,,,S1,4.2,4.4,,,,,,,,,,,,,,,,,
School AX,204373,5,REG,Hispanic,Spanish,English,Spanish,,,4,4.2,,,,,,,,,,,,,,,,,
School AD,185414,6,REG,Hispanic,Spanish,Spanish,,,,4,4.2,,,,,,,,,,,,,,,,,
School BB,237798,5,REG,Hispanic,Spanish,English,,,,4.2,4.4,,,,,,,,,,,,,,,,,
School AX,122717,3,REG,Hispanic,English,English,Spanish,,S1,4.1,4.3,,,,,,,,,,,,,,,,,
School CQ,241133,9,REG,Black,Haitian Creole,Haitian Creole,,,,4.1,4.3,,,,,,,,,,,,,,,,,
School BV,240862,11,REG,Hispanic,Spanish,Spanish,,,R1,4.1,4.3,,,,,,,,,,,,,,,,,
School U,219215,4,REG,Asian,Vietnamese,English,Vietnamese,,,4,4.2,,,,,,,,,,,,,,,,,
School F,148249,2,REG,Asian,Mandarin,Mandarin,English,,,4,4.2,,,,,,,,,,,,,,,,,
School F,159960,4,REG,Asian,Mandarin,Mandarin,Cantonese,,,4.1,4.3,,,,,,,,,,,,,,,,,
School AK,263307,4,REG,Hispanic,Spanish,Spanish,,,,4.4,4.6,,,,,,,,,,,,,,,,,
School CD,198901,12,REG,Hispanic,Spanish,Spanish,,,,4.1,4.2,,,,,,,,,,,,,,,,,
School Q,236855,2,REG,Black,Cape Verdean,English,Cape Verdean,,,4.1,4.2,,,,,,,,,,,,,,,,,
School O,273343,6,REG,White,Portuguese,English,Spanish,Portuguese,R1,4.1,4.2,,,,,,,,,,,,,,,,,
School DN,219205,11,REG,Black,Cape Verdean,English,,,,4.1,4.2,,,,,,,,,,,,,,,,,
School CA,138897,11,REG,Hispanic,Spanish,Other,,,R2,4.1,4.2,,,,,,,,,,,,,,,,,
School F,165855,3,REG,Asian,Toishanese,Toishanese,English,,,4.1,4.2,,,,,,,,,,,,,,,,,
School AW,290667,10,REG,Asian,Vietnamese,Vietnamese,English,,,4.1,4.2,,,,,,,,,,,,,,,,,
School AI,189000,2,REG,Black,Cape Verdean,English,Cape Verdean,,,4.3,4.4,,,,,,,,,,,,,,,,,
School A,114915,4,REG,Hispanic,Spanish,Spanish,,,,4.1,4.2,,,,,,,,,,,,,,,,,
School CK,114634,7,REG,Hispanic,Spanish,Spanish,,,,4.1,4.2,,,,,,,,,,,,,,,,,
School AO,205248,5,REG,Hispanic,English,English,,,,4.8,4.9,,,,,,,,,,,,,,,,,
School I,183759,6,REG,Hispanic,Spanish,Spanish,,,,4.1,4.2,,,,,,,,,,,,,,,,,
School AJ,235779,4,TLE,Hispanic,English,English,Spanish,,,4,4.1,,,,,,,,,,,,,,,,,
School W,268550,10,REG,Hispanic,Spanish,Spanish,,,R2,4,4.1,,,,,,,,,,,,,,,,,
School M,284441,6,REG,Hispanic,Spanish,Spanish,,,,4,4.1,,,,,,,,,,,,,,,,,
School CI,278614,2,REG,White,Portuguese,Portuguese,,,,4.4,4.5,,,,,,,,,,,,,,,,,
School BV,249419,12,REG,Hispanic,Spanish,Spanish,,,,4,4.1,,,,,,,,,,,,,,,,,
School AK,267261,4,REG,Asian,Cambodian,English,Cambodian,,,4,4.1,,,,,,,,,,,,,,,,,
School B,273753,11,SI4,Hispanic,Spanish,Spanish,,,L3,4,4.1,,,,,,,,,,,,,,,,,
School CQ,262645,9,REG,Hispanic,Spanish,English,Spanish,,,4,4.1,,,,,,,,,,,,,,,,,
School BO,275717,4,REG,Hispanic,Spanish,Spanish,,,,4,4.1,,,,,,,,,,,,,,,,,
School W,133571,12,REG,Hispanic,Spanish,English,Spanish,,,4,4.1,,,,,,,,,,,,,,,,,
School AY,129979,6,REG,White,Spanish,English,Spanish,,R1,4,4.1,,,,,,,,,,,,,,,,,
School AB,135517,6,REG,Hispanic,Spanish,English,Spanish,,R1,4,4.1,,,,,,,,,,,,,,,,,
School B,126253,12,REG,Black,Haitian Creole,English,,,,4,4.1,,,,,,,,,,,,,,,,,
School CF,290113,6,REG,Black,Cape Verdean,Cape Verdean,,,,4,4.1,,,,,,,,,,,,,,,,,
School CG,283741,1,REG,White,English,Albanian,English,,,4,4.1,,,,,,,,,,,,,,,,,
School CK,243083,7,REG,Hispanic,Spanish,English,Spanish,,,4.4,4.5,,,,,,,,,,,,,,,,,
School AP,271977,3,REG,Hispanic,Spanish,English,Spanish,,,4,4.1,,,,,,,,,,,,,,,,,
School BV,273784,10,REG,Hispanic,Spanish,Spanish,,,,4,4.1,,,,,,,,,,,,,,,,,
School U,198375,5,REG,Asian,Vietnamese,Vietnamese,English,,,4,4.1,,,,,,,,,,,,,,,,,
School CN,237334,10,SI4,Hispanic,Spanish,English,Spanish,,R2,4,4.1,,,,,,,,,,,,,,,,,
School AA,102023,4,REG,Hispanic,Spanish,Spanish,,,,4,4.1,,,,,,,,,,,,,,,,,
School DC,191611,11,REF,Black,Cape Verdean,English,Cape Verdean,,,4,4.1,,,,,,,,,,,,,,,,,
School AQ,240044,9,REG,Black,Cape Verdean,Cape Verdean,,,,4.2,4.3,,,,,,,,,,,,,,,,,
School AD,170494,7,REG,Black,Portuguese,Portuguese,,,,4.2,4.3,,,,,,,,,,,,,,,,,
School U,280427,4,REG,Asian,Vietnamese,Vietnamese,,,,4,4.1,,,,,,,,,,,,,,,,,
School H,226775,5,SI4,Hispanic,Spanish,Spanish,English,,L3,4,4.1,,,,,,,,,,,,,,,,,
School F,202944,4,REG,Asian,Toishanese,English,Toishanese,,,4,4.1,,,,,,,,,,,,,,,,,
School AE,288731,6,REG,White,Arabic,Arabic,English,,,4,4,,,,,,,,,,,,,,,,,
School AF,152144,5,SI4,Black,Haitian Creole,English,,,V3,4,4,,,,,,,,,,,,,,,,,
School L,199783,7,REG,Hispanic,Spanish,Spanish,,,R1,4,4,,,,,,,,,,,,,,,,,
School BO,243930,3,REG,White,English,English,Italian,,,4,4,,,,,,,,,,,,,,,,,
School CJ,277831,6,REG,Hispanic,Spanish,English,Spanish,,,4.5,4.5,,,,,,,,,,,,,,,,,
School W,275843,11,REG,Hispanic,Spanish,Spanish,,,,4,4,,,,,,,,,,,,,,,,,
School V,117367,12,REG,Black,Haitian Creole,English,,,,4,4,,,,,,,,,,,,,,,,,
School DC,272407,10,REF,Black,Haitian Creole,English,Haitian Creole,,,4.1,4.1,,,,,,,,,,,,,,,,,
School CN,231403,10,VEP,Black,Haitian Creole,Haitian Creole,English,,,4.1,4.1,,,,,,,,,,,,,,,,,
School BR,268075,5,REG,Black,Haitian Creole,English,Haitian Creole,,R1,4.5,4.5,,,,,,,,,,,,,,,,,
School G,200432,3,REG,Hispanic,Spanish,English,Spanish,,,4.2,4.2,,,,,,,,,,,,,,,,,
School CN,214249,10,VEP,Hispanic,Spanish,English,Spanish,,R1,4,4,,,,,,,,,,,,,,,,,
School BW,261555,1,REG,Hispanic,Albanian,Albanian,,,,4.6,4.6,,,,,,,,,,,,,,,,,
School AF,231990,5,REG,Hispanic,Spanish,Spanish,,,,4.2,4.2,,,,,,,,,,,,,,,,,
School BF,272426,3,REG,Hispanic,Spanish,Spanish,,,,4,4,,,,,,,,,,,,,,,,,
School AQ,222553,9,REG,Black,Haitian Creole,Haitian Creole,,,R1,4,4,,,,,,,,,,,,,,,,,
School G,252646,3,REG,Hispanic,English,Spanish,English,,,4,4,,,,,,,,,,,,,,,,,
School AY,113411,4,REG,Asian,Toishanese,Toishanese,,,,4,4,,,,,,,,,,,,,,,,,
School AB,210819,5,REG,Hispanic,Spanish,Spanish,,,,4.2,4.2,,,,,,,,,,,,,,,,,
School BG,243424,6,REG,Black,English,English,Haitian Creole,,R2,4,4,,,,,,,,,,,,,,,,,
School AD,170667,5,REG,Hispanic,Spanish,Spanish,,,,4.1,4.1,,,,,,,,,,,,,,,,,
School CK,178135,9,REG,Black,Amharic,Amharic,English,,,4,4,,,,,,,,,,,,,,,,,
School AS,216880,8,REG,Black,Arabic,English,Arabic,,,4,4,,,,,,,,,,,,,,,,,
School AT,161578,11,REG,Black,Cape Verdean,Cape Verdean,,,,4,4,,,,,,,,,,,,,,,,,
School BQ,183933,2,REG,Hispanic,Spanish,English,English,English,,4.1,4.1,,,,,,,,,,,,,,,,,
School BX,236478,8,REG,Asian,Vietnamese,Vietnamese,,,,4.5,4.5,,,,,,,,,,,,,,,,,
School AM,142754,9,REG,Asian,Vietnamese,English,Vietnamese,,,4.1,4.1,,,,,,,,,,,,,,,,,
School AV,248406,5,REG,Black,Haitian Creole,Haitian Creole,,,,4,4,,,,,,,,,,,,,,,,,
School N,225188,6,REG,Hispanic,Spanish,Spanish,,,,4,4,,,,,,,,,,,,,,,,,
School U,254634,4,REG,Hispanic,Spanish,Spanish,English,,S1,4.1,4.1,,,,,,,,,,,,,,,,,
School CN,229873,9,VEP,Hispanic,Spanish,Spanish,,,,4,4,,,,,,,,,,,,,,,,,
School CB,214217,12,REG,Asian,Vietnamese,Vietnamese,,,,4,4,,,,,,,,,,,,,,,,,
School D,130910,6,REG,Hispanic,Spanish,Spanish,,,,4,4,,,,,,,,,,,,,,,,,
School CB,187080,9,REG,Hispanic,Spanish,English,Spanish,,,4,4,,,,,,,,,,,,,,,,,
School W,159021,10,REG,Hispanic,Spanish,Spanish,,,,4,4,,,,,,,,,,,,,,,,,
School AE,226783,1,REG,Hispanic,English,English,Spanish,,,4.4,4.4,,,,,,,,,,,,,,,,,
School AJ,130500,5,TLE,Hispanic,Spanish,Spanish,,,,4.5,4.5,,,,,,,,,,,,,,,,,
School CP,240271,11,REG,Hispanic,Spanish,English,Spanish,,,4,4,,,,,,,,,,,,,,,,,
School CB,289927,12,REG,Hispanic,Spanish,Spanish,,,,4,4,,,,,,,,,,,,,,,,,
School U,199850,5,REG,Hispanic,Spanish,Spanish,English,,R2,4.2,4.2,,,,,,,,,,,,,,,,,
School Z,226192,3,REG,White,Albanian,Albanian,English,,,4,4,,,,,,,,,,,,,,,,,
School Z,135088,8,REG,Hispanic,Spanish,English,Spanish,,,4,4,,,,,,,,,,,,,,,,,
School L,177019,8,REG,Hispanic,Spanish,English,Spanish,,,4,4,,,,,,,,,,,,,,,,,
School CB,278176,9,REG,Hispanic,Spanish,Spanish,English,,,4.4,4.4,,,,,,,,,,,,,,,,,
School DP,103964,6,REG,Hispanic,Spanish,English,Spanish,,S1,4,4,,,,,,,,,,,,,,,,,
School CX,273986,9,REG,Asian,Vietnamese,Vietnamese,,,,4.2,4.2,,,,,,,,,,,,,,,,,
School CX,288050,11,REG,Asian,Mandarin,Toishanese,Mandarin,,,4,4,,,,,,,,,,,,,,,,,
School W,149735,10,REG,Hispanic,Spanish,Spanish,,,,4.1,4,,,,,,,,,,,,,,,,,
School L,246385,6,REG,Hispanic,Spanish,Spanish,,,,4.1,4,,,,,,,,,,,,,,,,,
School AD,238482,5,REG,Hispanic,Spanish,Spanish,English,,,4.1,4,,,,,,,,,,,,,,,,,
School F,123552,2,SI4,Asian,Cantonese,Cantonese,,,Y3,4.1,4,,,,,,,,,,,,,,,,,
